stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,1381.2,8.17,0,4.09,0,0,0,8.17,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,23.54,0,1.07,0,0,0,0,5.35,0,0,0,1.07,0,28.88,13.91,799.13,8.56,0,0,0,0,12.84,3.21,0,0,5.35,0,0,3.21,1.07,0,0,0,0
21Day,1.34,0,0,49.53,0,14.72,0,2.68,0,0,14.72,0,12.05,1.34,22.76,0,33.46,20.08,1778.91,14.72,0,0,2.68,0,12.05,8.03,1.34,0,2.68,21.42,0,5.35,10.71,13.39,0,0,50.86
3Month,1.28,2.24,0.32,25.92,0.32,0,1.6,0.64,0.32,2.56,31.36,0,16.32,7.36,1.6,8,1.28,5.12,1222.53,6.08,2.56,0,1.28,3.84,4.8,0,1.6,0.64,0.32,6.72,5.12,0,2.88,0,0.96,3.52,171.81
22Month,1.09,8.75,6.56,26.24,0,0,0.55,0,0,9.84,302.3,19.13,84.18,3.83,8.75,10.93,2.19,5.47,3603.55,14.76,0,5.47,2.73,0,0.55,0,1.64,3.28,0.55,6.56,1.09,3.83,2.73,0,0,0,212.65
