stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,0,12.26,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,2.14,1.07,0,0,0,0,0,0,0,0,2.14,0,4.28,3.21,4.28,6.42,0,1.07,0,3.21,7.49,4.28,0,0,0,6.42,0,0,2.14,0,1.07,0,0,0
21Day,0,1.34,5.35,13.39,0,6.69,0,1.34,0,0,0,0,13.39,0,2.68,10.71,0,2.68,17.4,6.69,0,0,1.34,2.68,6.69,0,0,0,0,5.35,5.35,0,1.34,0,0,0,2.68,2.68
3Month,0.32,8,17.6,68.47,0,0,8,1.28,1.28,19.84,16.64,0.32,1170.05,27.52,2.24,357.7,9.92,38.07,55.67,33.91,9.6,2.24,21.44,45.11,4.48,0,12.48,2.24,0,0.96,22.08,57.27,0.96,0.32,0.64,6.72,65.91,17.28
22Month,0.55,17.49,9.84,39.91,0,0,6.01,1.09,0,10.39,48.65,15.31,1728.52,20.23,4.92,300.66,2.73,9.29,84.73,48.65,3.28,37.17,11.48,2.19,4.92,0.55,6.56,3.83,4.92,1.09,2.19,21.32,2.73,2.73,0,0,0,14.76
