stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,204.32,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,43.86,0,3.21,41.72,6.42,0,0,0,0,0,0,0,1.07,0,0,10.7,3.21,255.68,0,7.49,10.7,0,210.75,18.19,1.07,7.49,177.59,0,0,0,0,3.21,0,0,0
21Day,5.35,14.72,0,10.71,46.85,8.03,0,0,0,0,0,2.68,1.34,4.02,4.02,1.34,12.05,5.35,259.68,0,0,10.71,0,183.38,8.03,0,26.77,53.54,14.72,0,2.68,1.34,2.68,10.71,0,1.34
3Month,0.64,4.48,0.32,8,11.52,0,0.32,0.64,1.28,1.92,3.2,6.72,4.16,0,1.92,1.28,1.6,2.88,80.63,7.68,0.32,4.48,1.6,1.92,0,0,2.56,8,0.64,5.76,0.32,0,0,1.6,7.36,4.16
22Month,0,7.11,0,72.71,7.65,0,2.19,0,1.64,8.2,2.19,31.71,1.64,1.09,2.19,0.55,2.19,2.73,114.25,1.09,0.55,0.55,0,5.47,0.55,1.09,0.55,0.55,0.55,2.19,2.73,0,0,0,1.64,1.09
