stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,81.73,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,16.35,12.26,0,0,0,4.09,20.43,457.68,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,24.61,0,3.21,0,1.07,0,0,1.07,1.07,0,0,0,0,11.77,25.67,0,34.23,0,4.28,0,1.07,52.42,88.79,0,0,0,18.19,3.21,0,22.47,0,0,0,0,0
21Day,5.35,5.35,0,137.87,4.02,2.68,0,4.02,0,0,1.34,0,0,0,4.02,1.34,6.69,119.13,0,34.8,0,0,6.69,0,21.42,53.54,0,2.68,0,13.39,8.03,6.69,22.76,4.02,1.34,0,0,2.68
3Month,0.64,15.68,4.16,112.94,1.28,0,0.64,0.96,0.32,7.04,21.76,0,45.11,11.84,0.32,25.28,5.12,49.91,5.76,31.36,6.72,0.32,3.84,4.8,0.64,0.32,0.96,0,0,0.32,3.84,41.27,1.28,0,0.64,1.6,7.36,3.84
22Month,0,20.23,6.56,51.93,0,0,0.55,0.55,0,6.01,25.69,16.95,51.39,8.75,0.55,52.48,1.09,12.57,7.65,39.36,2.73,1.64,4.37,0,0.55,1.09,1.09,1.09,1.09,0,0,19.68,2.73,0,0.55,0,0.55,1.64
