stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2067.72,4.09,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,44.95,0,0,4.09,147.11,0,0,0,0,0,0,0,0,0,0,0
72hpf,928.58,2.14,0,1.07,0,4.28,0,0,0,0,0,0,0,0,0,2.14,7.49,2.14,13.91,1.07,0,105.91,53.49,0,3.21,14.98,0,0,10.7,1.07,0,0,0,0
21Day,319.91,1.34,0,13.39,1.34,4.02,2.68,0,0,0,0,0,0,5.35,1.34,1.34,8.03,5.35,21.42,0,4.02,18.74,14.72,0,12.05,4.02,0,0,2.68,8.03,0,0,1.34,5.35
3Month,25.92,3.2,0.32,1.92,0.32,0,0,0,1.28,0,0,8,0.32,0,2.24,0.32,0.32,1.92,1.6,0,3.2,1.28,0.32,0.32,0.96,0.96,0.32,9.6,0,0,0,0.32,19.2,0.64
22Month,9.84,1.64,0.55,5.47,0.55,0,0.55,1.09,6.56,0.55,0,19.68,1.09,0.55,1.09,0,0.55,1.64,3.28,0.55,4.92,1.09,0,0,0,0,0,10.39,2.19,0,0.55,0,0,1.09
