stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,8.17,16.35,16.35,0,0,0,0,4.09,77.64,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,9.63,1.07,1.07,0,0,0,0,0,0,0,2.14,0,2.14,21.4,1.07,1.07,0,0,0,0,28.88,9.63,0,1.07,4.28,0,0,2.14,0,0,0,0,0
21Day,2.68,0,1.34,22.76,0,2.68,0,4.02,0,1.34,0,0,0,4.02,0,2.68,18.74,5.35,8.03,0,0,1.34,0,14.72,4.02,1.34,0,8.03,0,0,2.68,1.34,0,0,0,2.68
3Month,0,3.2,0.96,54.07,0.96,0,1.28,0.64,24,15.04,0,40.63,30.08,0.32,23.68,4.8,11.2,20.8,11.84,2.56,0,5.76,1.28,3.2,0,2.88,1.28,1.28,1.28,11.52,0,0,0.32,2.88,5.76,23.04
22Month,0.55,9.29,2.73,17.49,0,0,0,0,6.56,28.97,6.56,74.35,12.57,2.19,26.79,1.09,2.73,20.23,15.31,1.09,3.83,6.56,0,0,0,3.28,2.73,0.55,0,3.28,2.73,0,0,0.55,0,7.65
