stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,1.07,2.14,1.07,0,0,0,0,0,0,0,0,0,0,3.21,0,2.14,0,0,146.56,6.42,0,0,4.28,0,0,0,0,0,0,0,0,0
21Day,8.03,2.68,5.35,0,1.34,0,0,0,0,0,0,0,1.34,1.34,0,5.35,2.68,13.39,0,1.34,156.61,9.37,0,2.68,5.35,1.34,2.68,0,1.34,2.68,1.34,1.34,0,0
3Month,0,0,4.16,0,0,0,0,0,0.64,0,5.44,0.64,0,1.28,0.64,0,0.96,2.24,0.64,0,1.28,0,0.32,0,0,0.32,8,0,0,0,0,0,3.84,1.6
22Month,0,2.19,5.47,0.55,0,0.55,0.55,0.55,2.19,0.55,45.37,0.55,0.55,4.92,0,0.55,1.09,1.64,0.55,0.55,2.19,0,0.55,2.73,1.09,0.55,20.77,0.55,0,0,0,0,0.55,2.73
