stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,8.17,40.86,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,2.14,17.12,0,10.7,0,0,0,1.07,20.33,10.7,0,0,0,0,1.07,0,0,0,0
21Day,1.34,1.34,0,24.09,1.34,0,1.34,0,0,0,0,10.71,0,1.34,12.05,2.68,9.37,0,0,1.34,0,12.05,5.35,1.34,2.68,5.35,0,2.68,2.68,0,0,1.34
3Month,0,0,0.32,9.92,0,0,0,14.4,1.28,2.88,0.96,0,6.4,0.64,1.92,0,0.64,1.28,0,0,1.6,2.56,0,2.88,0,1.28,2.88,0,0,0.64,7.36,0.96
22Month,0,0,0,1.64,0,0.55,0,3.83,4.92,7.65,0,0.55,0.55,0.55,1.09,7.11,8.75,0,0.55,0,0,1.09,0,0,0,0,0.55,0,0,0,0,6.01
