stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,24.52,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,12.26,0,4.09,0,0,0,0,8.17,20.43,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,5.35,0,35.3,4.28,4.28,0,0,0,0,0,0,0,0,0,1.07,77.02,0,19.26,0,0,0,2.14,382.99,7.49,0,1.07,0,9.63,0,0,5.35,3.21,0,0,0
21Day,2.68,4.02,0,25.43,0,5.35,0,1.34,0,0,0,2.68,0,4.02,4.02,4.02,16.06,0,41.49,0,0,4.02,2.68,195.43,6.69,0,4.02,0,6.69,5.35,0,0,1.34,0,0,0
3Month,0.32,0.64,0.32,17.92,0,0,0.32,0,0.96,2.88,0,12.48,1.6,0.64,4.48,1.6,3.84,1.28,6.72,1.28,0,0.32,8.96,6.72,0,0.64,1.28,0,0.64,0.64,7.68,0,0.32,1.6,2.56,2.24
22Month,0,7.65,1.64,7.11,0,0,0,0.55,1.09,12.03,1.64,56.85,2.73,1.64,7.11,0,1.09,6.01,10.93,1.09,1.64,0,2.19,8.2,0,0.55,1.09,1.64,0,0,6.56,2.73,0,0,0,1.64
