stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,20.43,0,0,0,0,0,0,0,0,0,0,4.09,404.55,0,0,0,0,0,0,8.17,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,0,32.09,2.14,0,0,0,0,0,0,0,0,0,2.14,853.69,1.07,7.49,0,2.14,0,1.07,31.02,9.63,0,0,0,4.28,0,0,1.07,0,0,0,0
21Day,10.71,0,0,145.9,5.35,0,0,0,0,0,1.34,0,0,0,9.37,267.71,0,5.35,0,0,1.34,0,2.68,5.35,0,0,0,1.34,1.34,2.68,0,1.34,0,0,1.34
3Month,0,0.96,2.24,126.38,0,1.28,0.32,2.88,1.28,0,129.26,3.52,0.96,55.67,22.08,3.52,5.12,4.48,0.32,0.32,1.6,2.24,2.24,0,1.6,0.64,0,0,3.2,14.08,0.96,0,1.6,5.12,2.24
22Month,0.55,3.83,3.83,31.16,0,0.55,0.55,2.73,7.11,1.09,152.52,0,0,33.35,1.64,0.55,7.65,5.47,0,11.48,0.55,0,2.19,0.55,4.37,2.19,0.55,0.55,0,11.48,0.55,0,0,0,1.09
