stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,49.04,4.09,0,0,0,0,0,0,4.09,0,0,0,0,77.64,4.09,0,28.6,0,0,0,4.09,4.09,294.22,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,23.54,17.12,5.35,0,0,0,0,0,0,0,0,0,0,7.49,22.47,5.35,12.84,0,2.14,1.07,0,48.14,41.72,6.42,0,7.49,2.14,3.21,8.56,0,1.07,0,0,0
21Day,6.69,1.34,0,38.82,13.39,2.68,0,1.34,0,0,0,0,1.34,0,2.68,2.68,5.35,10.71,4.02,24.09,0,0,2.68,0,13.39,18.74,2.68,1.34,24.09,5.35,0,1.34,0,1.34,0,0,0
3Month,0,0.96,2.56,42.87,2.56,0,0.64,0.32,5.44,4.48,0.32,0,19.52,5.12,0,20.16,11.84,5.12,3.84,4.8,1.6,0,1.6,2.88,10.56,1.6,7.04,0.96,0.32,1.92,62.71,0,0,0.64,1.6,516.08,2.24
22Month,0,0,0,38.27,0,0,0.55,0,8.2,7.65,2.73,0,110.97,0.55,3.83,20.23,4.92,0.55,7.65,4.92,0,3.83,1.09,0,6.01,3.28,6.01,0.55,0,0.55,26.79,0,2.19,0,0,4.37,1.09
