stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,16.35,0,0,0,0,0,0,0,16.35,0,0,0,0,12.26,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,0,4.28,0,6.42,3.21,1.07,0,0,0,0,0,0,0,0,0,5.35,19.26,0,1.07,0,0,0,67.4,8.56,0,4.28,0,0,1.07,16.05,9.63,0,0,0
21Day,2.68,1.34,0,52.2,12.05,4.02,1.34,0,0,0,0,0,2.68,0,0,5.35,36.14,0,12.05,0,2.68,0,12.05,1.34,0,1.34,2.68,0,1.34,17.4,57.56,0,0,0
3Month,0,9.6,0.96,61.43,2.24,0,0,0.64,0.64,1.28,0.64,0,4.48,0.96,1.92,5.44,14.4,0.96,8.96,2.56,0.32,0.96,0.64,0.64,0.64,0,1.28,1.6,0,0.32,0,3.84,0.32,0.96
22Month,0.55,3.83,0,17.49,1.09,0,1.09,0,1.64,2.73,1.09,0,14.76,0,0.55,1.64,2.19,2.19,8.75,0,0.55,0,1.09,0,0,0,0,0,0.55,4.92,0,0,0,0
