stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,7.49,1.07,2.14,0,0,0,0,0,0,0,2.14,0,0,16.05,1.07,3.21,0,0,0,0,28.88,6.42,0,0,3.21,0,0,1.07,2.14,0,0,0,0
21Day,1.34,0,0,14.72,0,5.35,0,2.68,0,0,0,0,0,1.34,0,1.34,6.69,6.69,12.05,0,0,4.02,0,10.71,6.69,0,0,6.69,0,0,1.34,0,2.68,0,0,8.03
3Month,0,2.88,1.6,30.08,0,0,1.28,0,2.56,20.8,0,49.59,17.6,1.6,9.92,3.2,9.92,26.88,8,0.64,0,3.2,1.6,0.96,0,0.64,0,0.32,0.64,6.4,0.96,0,0,3.52,5.76,17.6
22Month,0.55,6.56,1.64,16.95,0,0,0,0,1.64,24.05,2.73,54.12,9.29,2.19,13.12,0.55,3.28,21.32,8.75,0.55,4.92,2.73,0,0,0,0.55,0.55,0,0,2.19,1.09,0,0,1.09,0,9.29
