stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,20.43,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,0,0,0,0,4.09,53.12,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,119.82,2.14,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,1.07,5.35,0,1.07,0,1.07,8.56,1.07,1.07,0,0,12.84,0,0,0,4.28,0,2.14,0,0,0
21Day,96.37,1.34,0,18.74,18.74,9.37,0,2.68,0,0,6.69,0,1.34,5.35,14.72,0,0,50.86,42.83,56.22,0,0,10.71,0,14.72,18.74,2.68,2.68,0,40.16,4.02,0,0,5.35,6.69,13.39,0,0,20.08
3Month,27.2,49.91,4.48,254.36,6.4,0,1.92,6.72,0.32,19.2,71.03,0.96,217.89,78.39,12.16,43.83,37.75,76.79,112.62,114.22,28.8,0.32,25.92,69.43,11.84,3.2,37.43,7.68,0,21.76,8.32,0.64,47.67,9.92,0.32,8.32,34.55,11.52,273.88
22Month,16.4,207.18,15.31,277.7,10.39,0,9.29,6.56,0,19.68,144.32,80.36,5131.45,123,34.44,178.21,33.35,45.92,287.54,403.43,14.76,86.92,38.27,10.39,18.04,5.47,107.69,18.59,7.65,18.59,11.48,0,8.75,161.26,6.56,18.59,24.6,0,231.78
