stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,12.26,0,36.78,4.09,0,0,0,0,0,0,4.09,0,0,0,0,8.17,0,0,4.09,0,0,0,4.09,261.53,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,1.07,0,13.91,1.07,2.14,0,0,0,0,0,0,0,0,0,0,0,7.49,0,12.84,0,0,0,6.42,17.12,0,0,0,14.98,0,0,5.35,0,0,0,0,0
21Day,2.68,1.34,0,13.39,0,2.68,0,0,0,0,0,0,0,0,0,0,0,5.35,1.34,12.05,0,0,4.02,5.35,5.35,1.34,5.35,0,13.39,0,0,6.69,1.34,1.34,1.34,0,0
3Month,0,2.88,0.32,20.16,0.32,0,0.64,0,3.52,1.28,0,0,24.96,3.2,1.6,7.68,2.88,12.48,2.56,13.76,0.64,0,2.24,5.44,0.96,2.88,0,0,0,1.92,8.96,0.64,0,0,11.2,2.24,1.28
22Month,1.64,3.83,1.09,13.12,0,0,0,0.55,2.19,2.73,3.83,0,80.36,1.64,0.55,10.39,1.64,3.28,4.37,8.2,0,2.19,1.64,2.19,0.55,2.19,1.09,1.09,0.55,0.55,5.47,2.73,0,0,0.55,0,3.83
