stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,5.35,0,0,0,0,0,20.08,1.34,1.34,1.34,0,2.68,1.34,5.35,0,0,0,0,2.68,0,0,0,0,0,2.68,0,0,0,0,12.05,0,0,0
3Month,0.32,1.92,10.24,29.12,8.64,0.64,5.44,8.64,0,2725.65,15.68,1.6,33.59,5.12,8.96,8.32,12.8,0.96,0.64,8.96,5.76,2.24,0.32,1.92,3.2,0,0.64,27.52,0.32,5.12,0.64,0,0.96,4.8,5.12,8
22Month,0.55,0.55,1.09,3.83,3.28,0,3.28,3.83,1.09,1549.22,2.19,2.73,6.01,2.19,0.55,4.37,6.56,0.55,9.84,0.55,0,1.64,0.55,0.55,1.09,2.19,0.55,3.83,0,0.55,0,0.55,0,0,0,3.28
