stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,57.21,16.35,0,4.09,0,0,0,32.69,12.26,130.76,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,16.05,29.95,1.07,0,0,0,0,0,0,0,0,6.42,25.67,3.21,0,0,0,0,3.21,127.31,28.88,5.35,0,0,2.14,0,1.07,12.84,4.28,0,0,0
21Day,0,0,0,17.4,5.35,1.34,0,0,0,0,0,0,1.34,0,0,2.68,0,0,0,0,0,0,30.79,8.03,8.03,0,0,1.34,0,2.68,2.68,0,0,0,1.34
3Month,0.64,1.6,1.92,177.57,4.48,0,0.64,1.28,6.08,0.32,22.72,6.08,0.96,8.64,48.31,4.8,5.12,6.4,0.64,0,0.32,10.56,75.19,3.2,18.88,0.32,0,0,4.48,87.03,0.64,1.28,1.28,890.1,3.2
22Month,0,1.09,0,119.72,1.64,0,0.55,0.55,0.55,1.64,16.4,1.64,0,1.09,4.92,0,3.83,3.28,0,0.55,0,3.28,19.13,0.55,12.03,0.55,1.09,0,0,75.98,0.55,0.55,0,2.73,0.55
