stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,482.2,8.17,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,630.11,0,0,2.14,2.14,2.14,0,0,0,0,0,0,0,0,0,3.21,4.28,0,19.26,0,0,0,0,17.12,10.7,0,0,14.98,0,0,3.21,0,0,0,0,0
21Day,333.29,1.34,0,5.35,0,5.35,1.34,0,0,0,0,1.34,1.34,1.34,1.34,0,4.02,0,8.03,0,0,0,0,6.69,2.68,0,0,16.06,22.76,0,0,0,1.34,0,0,0
3Month,435.77,3.52,0,5.12,0.32,0,0,0.64,2.56,0,0,13.12,5.44,0,2.88,1.6,1.6,1.6,2.56,0.32,0,2.24,0.32,0.32,0,0,0.96,0,1.92,2.88,0.96,0,0.32,0.96,0.64,2.56
22Month,280.98,2.19,0.55,2.19,0,0,0,1.64,3.83,109.33,0,245.99,0.55,0.55,3.83,2.19,1.09,6.56,1.64,0.55,2.19,0.55,0,0.55,0,0.55,0.55,0,2.73,1.09,0,1.09,0,0,0,0.55
