stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,81.73,8.17,0,40.86,4.09,0,0,0,0,0,0,8.17,0,0,0,0,8.17,151.2,0,212.49,0,0,0,4.09,40.86,1029.77,0,0,20.43,0,0,0,0,0,0,0,0
72hpf,37.44,0,0,13.91,1.07,1.07,0,0,0,0,0,0,0,0,0,0,3.21,102.7,0,70.61,0,2.14,1.07,2.14,87.72,89.86,0,1.07,58.84,0,2.14,9.63,0,6.42,0,0,0
21Day,24.09,0,1.34,25.43,2.68,5.35,0,6.69,0,0,0,0,0,0,4.02,0,1.34,10.71,1.34,89.68,0,0,4.02,0,28.11,48.19,0,0,25.43,4.02,0,13.39,2.68,2.68,0,0,1.34
3Month,0,0.32,0,2.56,0,0,0,0,0.32,0.32,0,0,14.08,2.24,0,1.92,0,0,0.32,3.52,0.64,0,0.64,0.64,0,0.64,0,0,0,0,3.84,0,0,0,0.64,1.28,0.96
22Month,0,0.55,1.09,1.64,1.09,0,0.55,0,0,0.55,1.64,0,44.83,1.09,0,0.55,0,0,2.73,6.01,0.55,1.09,0,0.55,1.09,0,1.09,0,0.55,1.09,0,0,0,0,0,0,0.55
