stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,61.3,0,44.95,4.09,4.09,0,0,0,0,0,8.17,0,0,0,0,12.26,8.17,24.52,126.68,0,0,0,0,32.69,772.33,0,0,24.52,0,0,0,0,0,4.09,0,0,0
72hpf,9.63,2.14,0,11.77,2.14,11.77,0,0,0,2.14,0,0,0,0,3.21,1.07,14.98,20.33,2.14,46,0,1.07,0,1.07,210.75,186.14,1.07,0,36.37,6.42,0,17.12,2.14,1.07,0,0,0,1.07
21Day,18.74,8.03,2.68,72.28,0,33.46,0,33.46,1.34,4.02,0,0,2.68,1.34,22.76,5.35,2.68,24.09,14.72,78.97,0,0,13.39,0,125.82,116.45,1.34,1.34,26.77,14.72,4.02,9.37,5.35,5.35,2.68,0,0,8.03
3Month,0,0.64,0.64,24,0.32,0,0.96,0.64,3.52,8,0,0,29.12,4.48,1.92,14.4,3.2,6.08,6.08,5.76,0.96,0,2.88,2.24,0.32,0.96,1.28,0.32,0.32,1.92,140.46,0.32,0,0,0.32,3.52,154.22,5.76
22Month,0.55,3.28,1.09,10.93,0.55,0,0,0.55,0.55,12.03,3.28,0,59.04,2.73,4.37,17.49,2.73,0.55,13.12,7.11,0,3.83,0.55,1.09,0,0,2.19,0,1.09,0,24.6,0,0,0,0,1.09,0.55,2.73
