stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,3.21,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,12.84,5.35,0,0,0,1.07,0,0,0,1.07,0,0,0,0
21Day,2.68,0,1.34,9.37,4.02,0,0,0,0,0,0,0,1.34,1.34,0,0,1.34,2.68,0,0,0,0,1.34,6.69,0,0,0,5.35,2.68,1.34,1.34,0,1.34,0,0,0
3Month,0.32,0,4.16,4.48,0,0.32,0,2.56,1.6,0,7.68,1.6,0,162.21,0.32,2.88,4.48,3.84,0.64,0,0,1.28,0.32,0,1.28,0,0,0.64,0.64,66.87,0,0,0,0.32,28.48,0.64
22Month,0,1.09,9.29,6.01,0,0,0,6.01,3.28,5.47,114.8,0.55,0.55,201.17,1.64,0.55,9.84,8.2,0,2.19,2.73,0,0.55,0,4.37,0.55,0.55,0,0.55,18.59,0,2.19,0,0.55,0.55,2.73
