stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,20.43,0,89.9,4.09,8.17,0,0,0,0,0,0,0,0,8.17,40.86,69.47,322.83,0,0,0,4.09,85.81,2500.88,0,0,0,65.38,0,0,0,0,0,4.09,0,0,0
72hpf,21.4,11.77,0,33.16,9.63,10.7,0,0,0,0,1.07,0,4.28,0,20.33,54.56,6.42,110.19,0,3.21,2.14,0,403.31,370.15,0,3.21,0,60.98,1.07,0,25.67,1.07,1.07,2.14,0,0,0
21Day,64.25,9.37,5.35,147.24,2.68,117.79,66.93,1.34,9.37,0,4.02,4.02,60.23,8.03,6.69,28.11,41.49,346.68,1.34,0,24.09,5.35,286.45,234.24,9.37,9.37,0,120.47,29.45,10.71,26.77,1.34,18.74,5.35,1.34,0,33.46
3Month,0,2.24,2.24,31.36,0.32,0,0.64,2.88,7.68,0,27.84,4.8,5.12,13.44,1.92,9.6,11.52,11.2,2.24,0,2.56,2.56,2.56,1.28,0.96,0.64,0,0.64,1.92,93.75,0,0,0,0.32,7.04,15.04,15.04
22Month,5.47,3.28,1.64,9.29,0,0,0.55,1.09,19.13,4.37,79.26,7.11,6.01,9.84,0,1.64,7.65,7.11,0.55,2.19,2.19,0,2.19,1.64,2.73,3.28,0.55,0.55,1.09,14.76,1.64,0.55,0,0,1.09,0,9.84
