stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,0,24.52,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,9.63,33.16,3.21,0,0,0,0,0,0,0,0,0,3.21,8.56,0,10.7,0,0,0,0,384.06,28.88,2.14,0,34.23,0,7.49,3.21,56.7,1.07,9.63,0,0,0
21Day,4.02,1.34,0,8.03,13.39,8.03,0,0,0,0,0,0,0,1.34,1.34,1.34,1.34,2.68,18.74,0,1.34,0,0,115.11,6.69,0,1.34,28.11,4.02,2.68,8.03,109.76,4.02,10.71,0,0,0
3Month,0.64,0.32,0.96,19.52,8.32,0,0,0.32,0.32,2.88,0,6.4,4.16,0,3.2,0.64,3.84,1.6,23.36,9.6,0,4.8,0.96,29.44,3.52,8,3.2,0.96,0.96,44.47,0.32,1.28,0,2.56,0.96,1.6,1.28
22Month,0,1.64,0,4.92,5.47,0,1.09,0,0,2.19,0,18.59,1.09,0,3.28,0.55,0.55,2.19,24.05,1.64,0,2.73,0,26.79,1.09,6.56,0,0,1.09,54.67,2.19,30.61,0,1.64,0,0,0.55
