stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,1.07,0,0,0,3.21,1.07,0,1.07,0,0,0,0,10.7,2.14,1.07,0,0,1.07,0,0,0,0,0,0,0,0
21Day,4.02,0,0,2.68,0,0,0,0,0,0,0,9.37,0,0,10.71,1.34,0,0,2.68,0,0,0,0,9.37,1.34,1.34,0,0,1.34,0,0,1.34,1.34,0,0,0,1.34
3Month,0.96,9.28,23.36,182.69,0.64,7.36,0,0.32,250.2,22.08,0.96,551.59,27.84,1.6,3063.51,9.6,21.76,19.84,28.16,2.88,1.28,546.47,5.12,3.52,0,47.99,3.84,0,2.24,26.56,32.31,0.96,0,0,6.4,32.95,17.28
22Month,0.55,6.01,19.68,56.85,0,3.83,0.55,0,126.82,26.24,29.52,1752.03,3.83,4.92,2978.72,2.19,6.01,21.87,21.32,0.55,38.27,255.29,1.09,2.19,1.09,46.47,6.56,1.64,0,4.37,28.97,3.28,2.19,0.55,2.19,0,8.2
