stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,20.43,0,0,0,8.17,151.2,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,4.28,1.07,1.07,0,0,0,0,0,0,0,0,2.14,0,0,13.91,0,0,0,121.96,12.84,0,0,11.77,0,5.35,0,0,3.21,0,0,0
21Day,8.03,0,0,4.02,2.68,1.34,0,0,0,0,0,1.34,0,0,0,2.68,0,40.16,0,0,5.35,56.22,5.35,1.34,0,10.71,0,2.68,1.34,2.68,1.34,0,0,0
3Month,0,0,0.32,1.92,0,0,0.32,1.28,0.96,0,3.52,1.28,0,0.96,0,0.32,2.24,4.48,1.28,0,0,1.28,0,0,0.32,0.32,1.28,0,0,0,0,0.32,1.92,0.96
22Month,0,2.73,0.55,3.28,0,0,0.55,1.64,2.73,2.73,30.07,1.64,1.09,2.73,0,0,5.47,8.75,0,0.55,0.55,0.55,0,0.55,0,0.55,0,0.55,0,0,0,0,0,0
