stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,4.28,0,0,0,0,0,28.88,0,0,1.07,0,0,0,0,0,0,3.21,1.07,1.07,0,0,0,0,1.07,0,0,1.07,0,0,0
21Day,1.34,0,1.34,5.35,9.37,0,4.02,0,0,0,1.34,0,88.34,1.34,1.34,2.68,16.06,1.34,0,0,0,0,8.03,1.34,0,1.34,0,2.68,0,4.02,0,1.34,0,0,0,123.15
3Month,0.64,1.6,1.28,14.08,0,4.48,0.32,1.6,5.44,3.2,18.24,8.32,19.84,7.36,0.64,6.08,13.76,18.56,0.64,0,0.96,0.96,0.96,0,1.6,0.32,0.32,2.88,21.76,0.64,0.64,0,0.32,3.2,8,546.79
22Month,1.64,3.83,2.19,6.01,0,9.29,0,0.55,12.57,31.71,1426.22,4.92,5.47,6.56,0.55,0.55,20.77,8.75,0.55,31.16,1.09,0,0,0,1.64,2.19,0,2.19,10.93,1.64,1.64,0,0,0.55,0,228.5
