stage,Epithelial_cell,Keratinocyte,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia,Retinal_cell
24hpf,4.09,4.09,4.09,8.17,294.22,0,0,0
72hpf,0,0,0,23.54,1.07,1.07,3.21,1.07
21Day,0,0,2.68,6.69,0,0,0,0
