stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,16.35,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,19.26,1.07,0,6.42,3.21,6.42,0,0,0,0,0,0,0,0,0,4.28,14.98,3.21,8.56,0,0,1.07,2.14,1078.35,24.61,3.21,10.7,20.33,0,0,3.21,165.82,128.37,0,0,0
21Day,22.76,2.68,2.68,30.79,0,30.79,0,2.68,0,1.34,0,2.68,0,14.72,5.35,6.69,26.77,6.69,32.12,0,0,2.68,1.34,389.51,32.12,1.34,4.02,14.72,14.72,0,14.72,556.83,1301.05,0,0,6.69
3Month,16.64,0.32,0.96,9.92,0,0,0.64,0.32,0.64,1.6,0,40.63,1.28,0.32,1.92,0.32,1.28,5.76,1.6,0.32,0,0.64,45.11,30.08,0.32,8,0.32,0,0.64,10.24,0.32,10.88,1.6,2.24,15.04,7.04
22Month,4.92,1.09,1.09,4.92,0,0,0,0,1.64,1.64,1.09,73.25,0,0,5.47,0.55,0,12.03,1.64,0,2.19,0,1.64,20.23,0,11.48,7.65,0.55,0.55,15.31,4.37,422.02,0,1.64,0,2.19
