stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,11.77,5.35,0,3.21,0,0,0,0,4.28,2.14,0,0,0,0,0,0,1.07,0,0,0
21Day,0,0,0,6.69,1.34,2.68,0,0,0,0,0,0,0,0,0,24.09,5.35,0,1.34,0,0,0,0,0,1.34,0,4.02,1.34,0,2.68,1.34,0,0,0,0
3Month,0.32,0.96,0,14.08,0,0,0.32,0.32,0.64,0.96,0.32,22.72,1.6,0,2.56,95.34,12.48,2.24,7.04,0.32,0,0.64,0.96,0,0,0.96,0,1.28,31.99,0,0,0,0.32,49.91,1.28
22Month,0,0.55,1.64,0.55,0,0,0,0,1.09,2.73,0,75.44,0,0.55,3.28,31.71,8.2,2.19,2.73,0.55,2.19,0,0,1.09,0,7.65,1.09,0,5.47,0,0,0,0,0,0
