stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,1258.61,4.09,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,1.07,0,1.07,0,0,0,3.21,0,0,0,3.21,0,0,0,53.49,1.07,0,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,1.34,0,4.02,0,10.71,0,1.34,0,8.03,0,4.02,34.8,38.82,0,1.34,2.68,321.25,8.03,0,0,0,0,13.39,2.68,0,1.34,1.34,22.76,0,0,1.34,2.68,0,0,0,243.61
3Month,0.64,4.8,0.32,12.8,0.32,0,0.64,0,3.2,140.14,0,24.64,430.97,3.84,9.92,2.56,5.44,346.19,13.76,0.32,0.32,1.28,1.28,0.64,0.64,1.28,0.32,0,3.84,1.92,4.48,0,0,0.32,7.04,6.4,205.41
22Month,1.09,8.2,0.55,3.28,0,0,1.09,0.55,0.55,109.88,3.28,28.43,178.21,4.37,2.73,0,1.64,313.23,9.84,0,2.73,0.55,0.55,0,0,2.19,0.55,0,0.55,0,0,0,1.09,0,0,0,225.77
