stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,12.26,24.52,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,10.7,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,3.21,1.07,0,5.35,0,1.07,0,3.21,4.28,1.07,0,0,6.42,0,0,0,28.88,0,2.14,0,0,0
21Day,22.76,1.34,0,6.69,1.34,10.71,0,1.34,0,0,0,0,6.69,1.34,2.68,4.02,0,4.02,2.68,18.74,0,0,0,29.45,6.69,2.68,0,0,8.03,2.68,0,0,436.36,4.02,0,0,0,2.68
3Month,0,0,0,1.6,0.32,0,0,0,0.32,0.64,0.64,0,2.24,0,0,21.76,0.32,0,0.64,2.88,0.32,0,0.96,0.64,0,2.24,0,0,0,0.32,0.96,0.64,13.76,0.32,0,0.32,0.64,1.6
22Month,0.55,4.37,0.55,9.84,0,0,0.55,0,0,1.64,22.41,1.09,46.47,1.64,1.09,36.08,0.55,0,3.83,30.61,0,4.92,2.19,19.13,1.09,81.45,0.55,0.55,1.09,0,0.55,10.93,1474.87,0,1.09,0.55,0,1.64
