stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,7.49,3.21,0,0,0,5.35,0,0,0,1.07,1.07,0,0,0
21Day,4.02,0,1.34,34.8,1.34,8.03,0,0,0,0,6.69,0,0,0,1.34,1.34,0,30.79,0,8.03,0,2.68,206.13,34.8,9.37,1.34,0,1.34,16.06,10.71,0,1.34,2.68,1.34,0,0,1.34
3Month,0.64,0.32,1.28,14.4,0,0,0.32,0.32,0.32,4.8,6.4,0,16.96,5.76,0.96,13.76,1.92,3.2,5.12,6.4,1.28,0,1.6,1028.64,0.32,0.64,1.92,0.32,0.32,4.16,8.32,0.64,0,0,2.24,6.4,2.56
22Month,0.55,1.64,0,0,0,0,0.55,0.55,0,0,0,1.09,9.29,0,0,2.73,0,0.55,0.55,2.73,0,0.55,0.55,120.26,0,0,0,0,0,0,0,0,0,0,0.55,0,0
