stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,110.33,4.09,0,0,0,0,4.09,0,4.09,0,0,0,0,8.17,175.72,0,4.09,0,0,0,0,0,318.74,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,9.63,1.07,66.33,16.05,7.49,0,0,0,0,0,0,1.07,0,2.14,0,41.72,339.12,0,42.79,0,16.05,8.56,1.07,386.19,105.91,1.07,0,0,62.05,8.56,2.14,33.16,10.7,14.98,7.49,0,0,0
21Day,16.06,8.03,2.68,239.6,10.71,5.35,0,0,2.68,1.34,0,0,2.68,1.34,28.11,18.74,21.42,191.41,18.74,135.19,0,1.34,13.39,0,141.88,60.23,5.35,2.68,0,38.82,18.74,1.34,17.4,14.72,58.9,0,0,0,4.02
3Month,0.64,21.76,6.4,274.52,4.8,0,1.6,0.96,29.44,6.72,0,0,202.21,10.24,4.48,66.23,28.16,56.63,16.96,33.27,9.6,0.64,5.12,9.6,16.96,0.96,19.84,0.64,0,1.92,5.76,130.86,3.2,0,0.64,2.88,13.76,19.52,13.44
22Month,1.09,37.17,13.12,118.08,4.92,0,1.09,0,15.31,7.65,44.83,0,788.82,4.92,12.03,114.25,8.2,21.32,27.88,46.47,2.19,18.59,9.29,1.64,16.4,1.64,33.35,6.01,1.64,2.73,0.55,51.39,28.97,11.48,0,1.09,3.28,0.55,19.68
