stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,8.17,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,2.14,0,0,1.07,0,0,0,0,0,1.07,0,1.07,3.21,0,4.28,0,0,0,0,3.21,4.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0,1.34,0,5.35,2.68,5.35,0,1.34,0,0,0,0,0,10.71,0,0,2.68,0,1.34,0,0,1.34,0,6.69,1.34,1.34,0,0,2.68,0,0,1.34,0,1.34,0,17.4
3Month,0.32,1.92,0.96,15.04,0.64,0,0.96,3.52,3.2,3.2,0,18.56,9.28,3.52,6.4,1.6,2.56,5.12,4.16,0.64,0.32,0.64,1.28,0.96,0,1.92,1.92,0.64,1.28,33.91,0.32,0,0.32,4.16,386.5,39.35
22Month,0,5.47,0,10.93,0.55,0,1.09,2.19,7.11,5.47,3.28,22.96,8.75,8.75,3.28,1.09,2.73,9.84,4.37,0.55,0.55,0.55,0.55,1.09,0,0.55,0.55,0,0,19.68,0,0,0,0,0,47.56
