stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,12.84,1.07,0,0,0,0,2.14,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,10.71,0,6.69,0,0,0,1.34,0,1.34,0,37.48,1.34,0,4.02,97.71,5.35,0,0,0,0,9.37,2.68,0,2.68,5.35,5.35,0,1.34,1.34,2.68,1.34,0,0,174.01
3Month,0.96,3.2,0.96,21.76,0.32,0,7.68,0.32,1.28,8.64,0,28.16,23.68,12.48,12.16,1.92,8,151.02,9.92,0.96,0,1.28,2.24,2.56,0,0.64,1.6,0.96,4.16,7.04,0.64,0.32,0,0,4.16,5.12,894.26
22Month,0,0.55,0,2.19,0.55,0,0.55,0,0.55,4.92,1.09,30.07,1.64,0.55,2.19,0,0.55,20.77,2.19,0,1.64,0.55,0,0,0,0,0,0,0.55,4.37,1.09,0,0,0,0,0,62.87
