stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,36.78,16.35,4.09,8.17,0,0,0,16.35,4.09,551.66,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,16.05,16.05,6.42,0,0,0,0,0,0,0,0,0,4.28,10.7,5.35,9.63,0,0,0,0,114.47,118.75,0,1.07,0,7.49,0,0,92,0,1.07,0,0,0
21Day,5.35,0,0,26.77,25.43,4.02,0,1.34,0,4.02,0,1.34,0,5.35,0,1.34,4.02,1.34,10.71,0,0,0,1.34,44.17,38.82,0,0,0,6.69,2.68,0,17.4,2.68,2.68,0,0,1.34
3Month,0.32,2.24,1.92,41.91,4.8,0,0.96,1.28,2.24,10.24,0.32,27.2,3.2,2.88,8.64,16.32,10.24,6.08,4.8,0.32,0.32,1.28,7.04,27.84,1.6,0.32,0.64,0,0,1.28,52.47,1.28,0,0.64,2.56,726.6,3.84
22Month,1.09,2.19,3.28,36.63,2.19,0,1.09,0.55,2.19,32.8,2.19,88.56,2.19,6.01,14.76,2.73,4.37,10.39,12.57,0,1.09,2.19,1.64,15.31,1.64,2.19,0.55,0.55,0,0,30.61,2.73,0,1.09,0.55,4.92,1.64
