stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,5.35,0,1.07,0,1.07,0,0,20.33,1.07,0,1.07,0,0,0,2.14,3.21,0,0,0,0,0,2.14
21Day,6.69,1.34,1.34,20.08,2.68,21.42,0,8.03,0,0,1.34,1.34,425.65,4.02,0,9.37,4.02,22.76,0,0,1.34,0,20.08,9.37,1.34,0,0,5.35,10.71,0,2.68,1.34,10.71,1.34,0,0,178.02
3Month,0.32,1.92,1.6,21.12,0.32,0,0.96,0,3.2,6.08,12.8,5.12,39.03,9.6,0.32,6.72,8.96,8.96,1.6,0,0.96,1.28,0.64,0.96,0.64,3.2,0,0.32,2.56,11.84,0.64,0,0,0,1.6,6.08,241.24
22Month,0,0,0,1.64,0,0,1.09,0,0,3.83,12.57,0.55,2.73,3.28,0,0,4.37,2.19,0,0.55,0.55,0,0,0,0.55,0,0.55,0,0,8.75,1.09,1.09,0,0,0,0,104.96
