stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,16.35,0,73.56,0,0,0,0,0,0,0,0,16.35,0,0,0,0,16.35,4.09,24.52,114.42,0,0,0,0,20.43,408.64,0,0,0,20.43,0,0,0,0,4.09,0,0,0
72hpf,5.35,4.28,0,22.47,1.07,1.07,0,1.07,0,0,0,0,0,0,0,0,0,12.84,29.95,1.07,70.61,0,2.14,1.07,2.14,20.33,42.79,0,0,0,116.61,0,0,19.26,0,0,0,0,0
21Day,14.72,2.68,6.69,70.94,2.68,9.37,0,4.02,0,0,0,0,0,2.68,0,0,1.34,2.68,32.12,14.72,92.36,0,0,10.71,0,6.69,25.43,0,1.34,0,46.85,6.69,0,5.35,2.68,2.68,0,0,0
3Month,0.32,5.12,2.24,46.71,0,0,0.32,0.64,0.32,17.6,2.88,0.32,0,40.63,9.28,0,8,0.96,32.31,16.96,28.48,7.68,0,5.12,2.88,0,0.64,0.32,0.32,0,5.12,0.96,2.88,0.32,0,0.96,7.68,3.2,1.92
22Month,0,8.75,3.28,12.57,0.55,0,0.55,0.55,0,9.84,1.64,19.68,0,238.34,10.39,0.55,22.96,1.09,6.56,24.6,34.44,0.55,6.01,2.19,0.55,1.09,1.09,0.55,1.64,1.09,0.55,1.09,6.01,11.48,0,0,0.55,0,0
