stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,93.99,0,0,0,0,0,4.09,0,0,0,0,0,0,57.21,69.47,44.95,0,0,0,0,8.17,69.47,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,5.35,0,38.51,3.21,9.63,0,1.07,0,3.21,0,0,0,0,0,2.14,79.16,25.67,102.7,0,1.07,7.49,0,26.74,24.61,1.07,0,0,67.4,0,0,1.07,9.63,0,0,4.28,0,0,0
21Day,5.35,2.68,0,149.92,1.34,17.4,0,2.68,0,2.68,0,0,1.34,13.39,0,2.68,50.86,34.8,58.9,0,0,13.39,0,20.08,9.37,4.02,0,0,18.74,6.69,0,0,1.34,5.35,10.71,1.34,0,0,2.68
3Month,0,9.28,0.96,126.7,0,0,3.52,0.64,9.6,38.71,0,25.92,49.91,2.24,12.48,7.04,18.56,89.91,19.2,4.48,0.32,8.32,4.48,6.4,0,7.68,1.92,0,0.64,3.52,0.32,37.11,0.64,0.32,0,0.64,6.08,15.68,11.2
22Month,1.09,19.13,4.92,71.07,0.55,0,5.47,1.09,7.65,74.35,15.85,165.64,27.88,14.21,32.8,1.64,6.56,90.2,28.97,2.19,14.21,8.75,0,2.19,0,11.48,2.73,0.55,0.55,0.55,0,3.28,1.09,2.73,0,0,0,1.09,9.29
