stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,4.09,0,44.95,0,0,0,0,0,4.09,0,0,0,0,4.09,0,4.09,28.6,0,0,0,0,8.17,506.71,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,5.35,0,17.12,11.77,4.28,0,0,0,0,0,0,1.07,0,2.14,18.19,0,41.72,0,3.21,1.07,0,169.03,172.24,4.28,1.07,16.05,0,1.07,13.91,1.07,1.07,4.28,0,0,0
21Day,12.05,0,0,20.08,0,0,0,0,0,0,0,0,2.68,0,2.68,4.02,0,21.42,0,0,1.34,0,29.45,20.08,2.68,0,13.39,0,1.34,1.34,0,1.34,0,0,0,0
3Month,0,0.64,0,11.52,0,0,0.64,0,0.32,0,5.12,1.28,0.32,1.28,1.6,1.92,1.28,2.88,0.64,0,0.64,0.32,2.88,0.32,0.32,0.64,0.32,0.96,5.44,0,0,0,0,2.88,14.72,1.6
22Month,0,0.55,0.55,10.93,0,0,0,0.55,29.52,0,18.04,0,0,2.19,1.09,0,1.09,3.83,0,1.64,0.55,0.55,1.09,0,2.19,0,0,0,1.09,0.55,1.09,0,0,0,0,1.09
