stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,20.43,12.26,0,0,0,0,4.09,147.11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,3.21,2.14,0,1.07,0,0,1.07,0,0,0,0,0,5.35,6.42,0,8.56,0,1.07,0,0,72.75,43.86,0,0,0,5.35,0,0,6.42,0,1.07,0,0,0
21Day,4.02,0,1.34,25.43,17.4,0,0,0,0,1.34,0,1.34,1.34,1.34,2.68,10.71,4.02,4.02,8.03,0,0,0,0,12.05,10.71,0,1.34,0,4.02,1.34,1.34,0,2.68,1.34,0,0,1.34
3Month,0.32,1.92,0.64,20.8,0.32,0.32,0,0.32,3.84,3.2,0,56.63,5.44,0.64,32.31,1.28,5.12,4.16,4.16,0.32,0,1.92,0.96,0.96,0.64,2.88,0.32,0,0,3.2,143.98,0,0,0,0.96,67.51,11.52
22Month,2.19,2.73,9.84,37.17,0,0,0.55,0,8.2,12.03,5.47,147.6,2.73,3.83,170.56,4.37,6.01,8.2,7.11,0.55,6.01,2.19,0,1.09,1.09,4.37,3.28,0.55,0,0,20.23,2.19,1.64,0,0,0,27.88
