stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,57.21,12.26,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,0,0,3.21,0,0,2.14,0,0,0,16.05,0,0,3.21,1.07,1.07,0,0,0,0,5.35,4.28,0,0,0,2.14,0,0,1.07,0,0,0,2.14,0,0,0
21Day,8.03,0,8.03,46.85,38.82,0,30.79,0,0,10.71,0,0,5.35,409.59,8.03,1.34,13.39,13.39,8.03,0,0,2.68,0,14.72,9.37,0,2.68,0,5.35,10.71,0,1.34,2.68,1.34,5.35,2.68,0,0,127.16
3Month,0.64,2.56,3.2,59.83,0,4.16,1.28,0,10.88,35.51,0,66.55,166.69,51.19,289.23,3.52,12.16,47.99,23.04,3.52,0.64,26.56,13.44,1.28,0,2.24,0.64,0,0.64,5.76,0.32,20.8,1.28,0.64,0,0.96,3.52,75.51,521.2
22Month,1.09,3.83,13.67,60.68,0,3.28,3.28,0.55,26.24,84.18,4.92,774.06,159.62,99.49,460.28,1.09,15.85,144.86,12.57,0.55,3.83,13.67,1.64,1.64,0,3.28,3.28,3.28,0.55,1.09,0,22.41,18.04,4.37,0,0.55,0,0,386.48
