stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,53.12,4.09,0,0,0,0,0,4.09,0,0,0,196.15,0,0,32.69,0,12.26,0,53.12,32.69,751.9,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,1.07,1.07,41.72,4.28,0,0,0,0,0,3.21,0,0,1.07,375.5,9.63,0,20.33,0,40.65,0,134.79,34.23,55.63,6.42,1.07,0,19.26,31.02,0,5.35,0,0,3.21,0,0,0
21Day,1.34,1.34,22.76,52.2,2.68,0,1.34,12.05,0,0,14.72,0,2.68,42.83,18.74,6.69,4.02,9.37,0,1.34,2.68,17.4,10.71,16.06,12.05,0,0,1.34,24.09,0,0,0,1.34,0,0,0,1.34
3Month,0.96,3.2,33.91,433.85,0,2.88,0,113.58,9.28,0,1121.1,14.08,0.96,453.37,226.84,12.48,37.43,13.12,2.24,1.6,44.79,613.98,1.6,0.32,31.36,3.2,0,0.64,20.8,9.92,2.56,0,0,0,4.16,8.32,13.44
22Month,0,6.56,40.45,513.86,0,7.11,0,146.5,10.39,7.11,1825.83,4.37,2.19,546.11,49.75,0,18.59,7.65,0.55,37.72,40.45,48.11,1.09,0,45.92,2.19,2.19,1.09,2.19,5.47,0.55,3.28,0,0,1.09,0,3.83
