stage,Cardiomyocyte,Epithelial_cell,Erythrocyte,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia
24hpf,49.04,4.09,0,0,0,0,0,0,0,0,0,4.09,0,4.09,4.09,4.09,0,0,0
72hpf,27.81,0,1.07,0,0,0,0,0,2.14,0,0,3.21,0,13.91,4.28,2.14,0,0,0
21Day,34.8,8.03,2.68,0,0,0,1.34,0,0,1.34,1.34,5.35,0,6.69,1.34,1.34,1.34,0,0
3Month,0,0.32,0,0.64,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0.64,0
22Month,0,0,0,0,1.09,6.56,0,0.55,0.55,0,1.09,0.55,0.55,0,0,0,0,0,0.55
