stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,24.52,0,0,0,16.35,331,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,6.42,0,16.05,8.56,10.7,0,0,0,0,0,0,0,0,0,9.63,33.16,3.21,29.95,1.07,1.07,0,67.4,106.98,1.07,0,0,22.47,1.07,0,26.74,0,0,2.14,0,0,0
21Day,8.03,1.34,1.34,58.9,2.68,5.35,0,5.35,0,2.68,0,4.02,1.34,9.37,2.68,5.35,30.79,9.37,22.76,0,2.68,0,25.43,36.14,2.68,0,0,16.06,5.35,0,13.39,1.34,4.02,0,1.34,0,2.68
3Month,0.32,3.84,0.32,52.47,0.32,0,0.32,0,6.4,8,0,27.52,4.8,1.28,13.76,9.6,13.76,12.48,7.04,0,11.52,5.76,2.24,0,2.88,1.28,0,0.32,2.56,35.83,1.92,0,0,0.96,2.56,27.84,4.8
22Month,0,7.11,4.37,61.23,0.55,0,1.64,0,8.2,28.43,53.03,230.14,5.47,2.73,32.8,6.56,8.2,26.79,10.93,2.19,6.01,0.55,2.73,1.09,1.64,1.09,2.19,0,0.55,3.83,28.43,4.37,0,1.09,0.55,0,4.92
