stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,0,0,12.26,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,53.12,0,0,0,0,8.17,498.54,0,0,114.42,0,0,0,0,0,0,0,0,0
72hpf,12.84,0,0,3.21,5.35,4.28,0,0,0,0,0,0,0,0,0,1.07,4.28,1.07,37.44,0,0,0,1.07,31.02,190.42,0,0,232.14,2.14,0,35.3,0,0,97.35,0,0,0
21Day,12.05,1.34,0,2.68,0,8.03,0,1.34,1.34,0,0,1.34,0,1.34,0,0,1.34,1.34,36.14,0,0,5.35,4.02,10.71,61.57,0,2.68,77.63,13.39,0,33.46,1.34,1.34,73.62,0,0,0
3Month,0.96,0.96,1.6,9.6,0.32,0,0.64,0,2.88,5.76,0,255.96,2.88,0,37.11,1.6,2.88,3.84,75.19,13.44,0.32,2.88,251.8,1.6,1.92,0.32,3.52,18.24,8.64,10.56,8,0,0,3.84,1.6,1.92,3.2
22Month,0,1.64,0,1.64,0,0,3.28,0,0,3.83,0.55,162.9,0.55,1.09,8.75,0,0,3.28,88.01,2.73,2.73,0.55,8.2,2.73,2.73,0,0.55,4.37,2.73,1.09,16.4,0,0,0,0.55,0,2.19
