stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,8.17,0,16.35,0,8.17,0,16.35,0,0,0,0,0,0,73.56,1217.75,16.35,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,56.7,8.56,73.82,0,10.7,0,18.19,0,0,0,12.84,0,2.14,468.57,85.58,10.7,0,1.07,0,0,22.47,7.49,0,0,0,3.21,0,0,0,1.07,0,0,1.07,0,0,0
21Day,6.69,1.34,0,266.37,6.69,346.68,0,246.29,0,127.16,0,5.35,52.2,29.45,0,1.34,54.88,244.95,10.71,0,0,8.03,0,20.08,4.02,1.34,0,0,5.35,12.05,0,1.34,2.68,4.02,8.03,1.34,0,0,34.8
3Month,2.24,3.52,4.48,169.25,0.64,0,5.76,10.88,8.32,614.3,0,409.22,579.75,8,20.8,5.76,226.2,281.56,9.92,3.52,0.32,86.07,17.28,2.24,0.32,1.92,1.28,0,0.32,12.16,1.28,31.36,0.96,0,0,0,5.12,9.6,94.07
22Month,2.19,6.01,3.83,43.19,0.55,0,12.03,10.39,1.09,1078.55,1.09,48.11,575.63,20.77,6.01,0.55,26.79,762.04,6.56,0.55,3.83,64.51,0,1.64,0,0.55,3.28,1.09,1.09,3.28,0,8.75,2.19,0.55,0,0,1.64,0,55.21
