stage,Endothelial.cell,Enterocyte,Epithelial.cell,Granulocyte,Granulosa.cell,Hepatocyte,Ionocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Mt.rich.cell,Neural.cell,Neural.progenitor.cell,Oocyte,Osteoblast,T.cell
24hpf,0,0,0,0,0,0,0,0,0,4.08640457285017,0,0,8.17280914570035,0,0,0
72hpf,0,0,1.06979114146608,0,0,0,0,1.06979114146608,0,1.06979114146608,0,2.13958228293216,0,0,1.06979114146608,0
22Month,2.18661860478973,0.546654651197433,1.6399639535923,3.82658255838203,1.09330930239487,19.6795674431076,0.546654651197433,0,1.09330930239487,1.09330930239487,1.6399639535923,0,0,179.302725592758,0,1.09330930239487
