stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,28.6,0,114.42,4.09,0,0,4.09,0,0,0,0,4.09,0,0,0,0,12.26,49.04,53.12,192.06,0,0,0,0,81.73,1859.31,0,0,44.95,0,0,4.09,0,4.09,0,0,0
72hpf,13.91,5.35,0,16.05,1.07,4.28,0,1.07,0,0,0,1.07,0,0,0,1.07,0,8.56,42.79,0,52.42,0,1.07,3.21,1.07,79.16,113.4,2.14,1.07,37.44,1.07,0,6.42,0,6.42,0,0,0
21Day,28.11,1.34,0,36.14,0,4.02,0,6.69,0,0,1.34,0,0,1.34,0,10.71,1.34,1.34,9.37,8.03,57.56,0,0,6.69,2.68,22.76,50.86,0,4.02,17.4,6.69,0,8.03,1.34,4.02,0,0,4.02
3Month,0,1.28,1.28,15.04,0,0,0.32,0.96,0.32,1.92,3.2,0,0,17.6,2.24,1.6,2.56,1.28,7.36,2.56,6.72,0.96,0,1.92,1.28,0.32,0,1.28,1.6,0.64,0.64,5.12,0,0,0,1.28,0.64,3.52
22Month,0.55,4.37,2.19,38.27,0.55,0,1.64,2.73,0,2.73,15.31,9.84,0,178.76,7.11,8.2,28.43,1.09,6.01,18.04,53.57,1.64,3.83,2.73,0.55,2.19,0.55,2.73,6.01,2.73,0,3.28,1.09,1.09,0.55,2.19,0,4.37
