stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,32.69,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,1.07,1.07,0,0,0,0,1.07,0,0,0,0,0,0,6.42,0,2.14,0,0,1.07,0,47.07,6.42,0,0,3.21,0,0,2.14,0,0,0
21Day,1.34,1.34,0,16.06,1.34,2.68,0,1.34,0,1.34,0,0,5.35,0,4.02,5.35,2.68,13.39,2.68,16.06,0,0,4.02,0,25.43,4.02,2.68,1.34,6.69,1.34,0,1.34,1.34,0,1.34
3Month,0,0.64,0.96,15.68,0,0,0.32,0,0.32,1.92,3.52,0,28.16,11.52,0.64,9.28,0,2.56,3.2,1.28,0.32,0,0.96,1.92,1.28,0,0.64,0.96,0,1.28,6.08,0,0,1.6,1.92
22Month,0,0.55,0.55,3.28,0,0,1.64,0,0,0.55,3.83,1.09,99.49,7.11,2.19,20.77,0,0.55,3.28,2.19,0.55,3.83,1.64,0,0,0,1.64,2.73,0,1.09,2.19,0.55,0,0,1.64
