stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.07,0,0,0,0,2.14,3.21,0,0,4.28,1.07,0,0,0,0,0,0,0
21Day,0,1.34,0,2.68,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0,0,0,0,1.34,1.34,0,0,1.34,0,1.34,0,0,0
3Month,0.64,0.64,0.96,25.28,0.64,0,0.96,0,0.32,1.28,6.08,0.32,45.43,1.28,0.32,7.68,1.28,6.08,0.96,7.68,1.6,0,0.64,1.28,0.64,0,0.32,1.6,0,1.28,30.72,0.64,0,0.32,0.64,7.04,3.52
22Month,0,0,1.09,0.55,0,0,0.55,0,0,1.64,2.19,0.55,31.71,0,1.09,8.75,0,0.55,1.09,3.28,1.09,0.55,0.55,0,1.09,0,0.55,3.28,0.55,0,21.87,1.09,0.55,0,0,0,0
