stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,24.52,0,0,0,0,0,0,8.17,0,0,0,0,0,16.35,0,16.35,0,0,0,0,837.71,956.22,24.52,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,300.61,42.79,0,150.84,123.03,235.35,0,3.21,0,4.28,0,0,0,9.63,0,70.61,441.82,53.49,283.49,0,13.91,12.84,0,38491.09,1069.79,26.74,55.63,0,390.47,16.05,4.28,243.91,384.06,360.52,32.09,0,0,0
21Day,139.21,10.71,5.35,207.47,99.05,270.38,0,21.42,1.34,12.05,0,25.43,8.03,73.62,53.54,26.77,169.99,58.9,319.91,0,2.68,29.45,0,12520.64,302.51,25.43,49.53,0,159.29,271.72,34.8,56.22,334.63,437.7,13.39,0,0,40.16
3Month,0,0.64,1.92,8,34.55,0,0.96,0.64,1.28,3.2,0,6.4,3.2,0,3.52,0.64,1.6,1.6,2.88,2.24,0,0.96,0.96,127.02,0.96,11.84,0.64,0,0,0.96,181.41,1.6,0.96,0.32,0.32,0.64,8,1.6
22Month,0,1.64,0.55,1.64,14.21,0,0.55,0,0,1.09,0,13.12,0,0,0,0,2.19,0.55,5.47,0,0.55,1.64,0,84.18,0,14.21,2.19,0.55,0,1.64,121.36,7.11,23.51,0,0,0,0,0
