stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,747.81,4.09,0,16.35,0,4.09,0,0,0,0,0,0,0,0,4.09,4.09,32.69,0,0,0,0,16.35,69.47,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,11796.59,24.61,0,64.19,12.84,110.19,3.21,0,2.14,3.21,0,5.35,1.07,29.95,197.91,19.26,215.03,0,9.63,6.42,3.21,990.63,481.41,1.07,2.14,196.84,3.21,1.07,78.09,7.49,5.35,6.42,0,0,0
21Day,1460.34,1.34,4.02,65.59,0,72.28,40.16,2.68,0,13.39,1.34,14.72,6.69,2.68,48.19,18.74,88.34,0,2.68,16.06,1.34,58.9,70.94,0,5.35,29.45,41.49,5.35,16.06,1.34,22.76,2.68,0,0,9.37
3Month,0.96,0.32,1.6,2.88,0.32,0,0.64,0.96,0.64,3.52,1.6,0.96,1.92,0.32,1.6,1.28,2.56,0.32,0,6.72,1.6,0.32,0.32,0,0.32,0,0.96,42.23,0,0,0,0,0.96,47.35,0.96
22Month,0,0,0,2.73,0,0,0,0,0,5.47,0,0,1.64,0,0,1.09,0,0.55,0,0,0,0.55,0,1.64,0,0,0,29.52,0.55,0,0,0,0,0,0
