stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,28.6,0,0,0,0,8.17,302.39,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,14.98,3.21,0,18.19,7.49,10.7,0,3.21,0,0,0,0,0,0,2.14,0,17.12,42.79,0,54.56,0,3.21,1.07,1.07,264.24,170.1,3.21,6.42,39.58,4.28,1.07,23.54,1.07,0,6.42,0,0,0
21Day,18.74,4.02,4.02,62.91,2.68,42.83,0,25.43,0,2.68,4.02,0,6.69,4.02,36.14,2.68,2.68,26.77,17.4,89.68,0,0,8.03,0,89.68,74.96,8.03,2.68,28.11,5.35,1.34,16.06,5.35,9.37,5.35,0,0,16.06
3Month,1.6,12.48,5.76,155.82,2.24,0,5.44,6.08,0.64,15.68,24,1.28,213.09,25.92,12.48,85.75,17.6,39.67,36.79,65.59,8,0,13.12,16.96,8,4.16,12.48,9.6,0.32,8.32,136.3,0.64,0.32,0,1.92,16.96,64.31,43.19
22Month,1.09,15.85,8.2,53.57,0,0,2.19,6.01,0,6.01,50.29,68.33,428.58,18.04,34.44,88.01,4.37,6.56,54.67,66.69,1.64,10.93,7.65,1.64,8.75,0.55,12.03,22.96,0.55,2.73,64.51,6.56,4.37,0,0,2.73,0,20.23
