stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,4.09,0,12.26,0,0,4.09,0,0,0,16.35,0,0,0,0,4.09,4.09,0,384.12,0,0,0,0,53.12,187.97,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,185.07,4.28,0,13.91,10.7,0,0,0,2.14,0,0,0,0,0,0,4.28,24.61,2.14,349.82,0,1.07,1.07,0,721.04,127.31,35.3,4.28,0,114.47,1.07,0,0,22.47,0,0,3.21,0,0,0
21Day,129.84,1.34,0,29.45,14.72,0,1.34,0,0,0,0,29.45,0,6.69,0,0,1.34,5.35,190.07,0,0,6.69,0,210.15,41.49,78.97,1.34,0,21.42,14.72,0,1.34,12.05,0,1.34,1.34,0,0,1.34
3Month,7.04,6.72,0.96,17.92,0,0.64,0,0.64,3.2,0.32,0,224.28,4.16,0.96,8.64,1.92,3.84,3.2,9.6,0.96,0.32,2.88,0.64,7.04,0,101.1,0.64,0,0,5.44,0.32,6.4,0,0,0,0.64,1.28,3.2,3.84
22Month,2.73,6.56,2.19,18.59,0,0.55,0.55,2.73,14.21,6.56,0,156.89,2.73,2.19,13.67,0,1.64,12.57,19.13,0.55,4.92,4.37,0,3.83,1.09,78.17,0.55,0.55,0,1.09,0,8.75,1.09,1.09,0,0,0.55,0,6.01
