stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0,0,0.64,0,0.32,0,0,0,0,0,2.56,0,0,0.32,0,0.32,0,0.64,0,0,0,0.96,0,0,0,0,0,0,0,2.88,0,0,0,0,1.92,0
22Month,359.7,295.19,325.81,361.34,16.95,307.77,8.2,4.37,86.92,203.36,179.85,2069371.57,101.13,62.87,454.82,65.05,44.83,228.5,340.02,6.01,3769.18,444.98,6.56,77.62,7.11,32.25,191.88,3037.21,9.29,168.92,26.79,20.23,1949.37,25.69,10.93,0,96.76
