stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,1.07,0,0,0,0,0,0,0,0,8.56,0,1.07,3.21,0,3.21,0,0,0,0,6.42,3.21,0,0,0,0,0,0,1.07,0,0,0,0,0,2.14
21Day,9.37,0,2.68,21.42,0,8.03,0,4.02,0,2.68,0,0,1.34,0,169.99,2.68,0,9.37,12.05,10.71,0,0,5.35,0,20.08,5.35,1.34,1.34,0,2.68,5.35,0,0,2.68,0,0,0,0,301.17
3Month,0.96,2.88,1.92,51.19,0,0,9.28,1.28,5.76,16.96,0,0,37.75,37.11,46.71,21.76,0.96,17.28,43.19,20.16,4.48,0,2.56,2.88,2.24,0.32,2.56,1.92,0,0.64,6.08,0.64,17.28,0.32,1.28,0.32,4.8,8,1348.27
22Month,1.64,15.31,1.09,30.61,0.55,0,7.65,0.55,3.28,32.25,3.28,0,80.36,24.05,80.9,24.6,1.64,9.29,47.56,18.59,0,3.83,3.28,0,0.55,0,5.47,2.19,2.19,0,6.01,0,10.39,1.64,0.55,0,1.64,0,636.85
