stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,0,8.17,4.09,0,0,0,12.26,0,138.94,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,9.63,1.07,0,0,0,0,0,0,0,0,0,8.56,8.56,1.07,10.7,0,1.07,0,2.14,19.26,44.93,0,0,0,7.49,0,2.14,20.33,0,2.14,0,0,0
21Day,2.68,0,0,13.39,2.68,1.34,0,0,0,0,0,0,1.34,0,0,1.34,1.34,0,28.11,0,0,1.34,0,9.37,12.05,1.34,0,0,5.35,1.34,8.03,16.06,1.34,5.35,0,0,0
3Month,0,1.28,0.96,119.66,2.24,0,0.32,0.32,17.28,2.88,0,13.44,3.2,0.64,5.12,19.84,4.8,2.56,8.96,2.88,0.32,2.24,6.72,1.28,1.28,14.72,0,0,0.64,3.52,162.53,0.32,0,2.24,2.88,446.01,2.24
22Month,0,1.64,3.28,95.12,1.64,0,0,0,12.03,3.83,2.73,15.31,0,0,3.83,2.19,1.09,4.37,14.21,1.09,1.09,0,1.64,0,1.64,16.4,2.73,0.55,0.55,0,97.85,1.09,0.55,1.09,0,3.28,2.19
