stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,8.17,138.94,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,14.98,1.07,2.14,0,0,0,0,0,0,0,0,0,14.98,0,20.33,0,0,0,0,93.07,36.37,0,1.07,13.91,0,0,1.07,0,0,1.07,0,0,0
21Day,2.68,0,0,10.71,0,1.34,0,0,0,0,0,0,1.34,0,1.34,13.39,4.02,14.72,0,0,2.68,0,21.42,13.39,1.34,1.34,5.35,2.68,0,2.68,0,1.34,1.34,1.34,0,4.02
3Month,0,0.96,0.32,8.64,0,0,0,0.32,0.96,0,7.36,1.28,0,2.56,0.32,6.72,1.6,3.52,1.28,0,0.32,0.96,0,0.32,0.64,0.32,0,0,4.8,0.32,0,0,0,1.28,7.36,1.6
22Month,0,0.55,0,1.09,0,0,0.55,0,1.64,2.19,8.75,0,0.55,1.64,0,0.55,2.19,1.09,0.55,0.55,0,0,0,0,0.55,0.55,0,0,0,2.19,0.55,0,0,0,0,0
