stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,4.09,102.16,40.86,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,3.21,0,14.98,1.07,25.67,0,3.21,2.14,1.07,184,4.28,0,9.63,0,18.19,0,0,0,4.28,0,0,0,0,0,0
21Day,12.05,4.02,5.35,50.86,6.69,0,0,0,1.34,2.68,0,220.86,6.69,5.35,191.41,5.35,33.46,2.68,80.31,0,4.02,18.74,0,85.67,22.76,1.34,9.37,0,24.09,21.42,0,2.68,8.03,0,5.35,1.34,0,0,2.68
3Month,0.64,7.68,11.52,77.43,0,4.48,0.64,0,25.28,30.72,0.64,3174.54,225.24,3.84,1006.56,9.6,19.2,15.68,42.23,12.16,4.16,8.32,21.76,6.08,0,6.4,6.72,0,2.88,24.64,0.32,33.27,4.48,0.32,0,0.32,8.32,11.2,16
22Month,4.37,44.28,18.04,68.88,0,8.2,1.09,0.55,54.12,41.55,20.23,9639.16,96.21,4.92,536.81,3.28,7.11,27.88,61.77,2.73,143.77,15.85,1.09,4.92,1.09,11.48,13.12,15.85,1.64,8.2,0,32.8,7.11,4.92,0,0,0.55,0.55,6.01
