stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,36.78,0,0,0,0,0,0,0,4.09,0,0,0,4.09,371.86,12.26,28.6,0,0,0,0,0,179.8,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,1.07,0,35.3,7.49,0,0,0,0,0,0,0,0,3.21,0,7.49,804.48,1.07,14.98,0,1.07,1.07,0,114.47,69.54,0,1.07,0,14.98,0,0,2.14,2.14,0,0,0,0,0,0
21Day,12.05,0,5.35,338.65,14.72,0,0,0,0,5.35,0,6.69,1.34,65.59,14.72,12.05,496.6,9.37,13.39,0,0,4.02,0,24.09,12.05,1.34,0,0,6.69,12.05,0,5.35,0,0,4.02,2.68,0,0,25.43
3Month,1.6,13.76,43.51,824.19,0,8.32,6.4,0.64,204.13,57.59,0.32,936.81,45.43,39.99,1029.6,47.67,132.46,117.1,43.19,7.36,0.64,117.74,34.87,11.52,1.6,36.15,4.16,0,1.92,22.08,0.32,127.02,0.96,0,0,0.64,23.68,42.55,252.76
22Month,1.64,27.33,59.04,405.07,0,7.11,3.28,0.55,153.06,99.49,41.55,1047.39,19.68,83.09,963.21,19.13,48.65,135.02,53.03,0.55,19.13,52.48,1.09,6.01,3.28,28.97,5.47,2.19,1.09,3.28,0,120.81,4.37,1.09,0,0.55,3.83,1.09,77.08
