stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,167.54,0,0,0,0,0,0,0,28.6,0,0,0,0,8.17,57.21,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,4.28,44.93,1.07,0,0,0,0,3.21,6.42,2.14,0,0,3.21,0,0,0,0,0,0,0,0
21Day,0,0,2.68,73.62,0,2.68,0,1.34,0,0,0,0,0,0,0,2.68,1.34,48.19,0,4.02,0,0,5.35,0,5.35,0,0,0,2.68,1.34,1.34,4.02,1.34,0,0,0,0
3Month,0,0.64,1.28,62.39,0,0,0.96,0.32,4.8,1.6,0,0,66.23,2.88,0,29.44,4.48,23.36,0.96,171.81,0.96,0,7.36,4.16,2.56,0,2.56,0.96,0.96,2.56,4.48,0,0,0,0.64,1.6,3.84
22Month,0.55,0.55,6.01,53.57,0.55,0,1.09,0,4.37,4.37,1.64,0,197.34,1.64,0.55,20.23,1.64,16.4,4.92,349.31,0.55,13.67,13.67,1.09,1.09,3.28,1.09,4.92,0.55,0.55,1.64,0.55,1.09,4.92,2.19,0,0.55
