stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,1.07,0,0,0,0,0,0,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,16.06,0,17.4,0,0,0,0,0,1.34,50.86,0,1.34,200.78,4.02,8.03,4.02,8.03,0,0,0,0,9.37,9.37,2.68,0,0,4.02,18.74,0,0,0,1.34,5.35,0,0,5.35
3Month,1.6,7.36,14.4,70.39,0.64,0,13.12,1.6,0.32,34.87,24.96,0.64,3806.12,34.23,2.56,2675.42,15.04,30.72,18.24,37.11,7.36,5.44,15.04,11.2,6.08,0.32,4.48,4.16,0,2.88,78.07,0.32,14.72,2.24,0,0,11.2,7.36,27.2
22Month,3.28,18.59,16.95,45.92,0.55,0,13.12,0,0,40.45,22.96,21.87,11079.6,9.84,3.83,2259.87,3.83,8.2,25.69,38.81,0.55,89.1,13.12,1.09,2.19,0,9.29,12.57,12.03,2.19,15.85,0,3.28,3.28,8.2,0,4.37,0,11.48
