stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,8.17,0,24.52,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,12.26,57.21,0,0,0,0,4.09,138.94,0,0,0,32.69,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,13.91,31.02,0,0,0,0,0,0,0,0,0,0,0,0,62.05,23.54,4.28,14.98,0,0,1.07,0,20.33,37.44,1.07,0,0,19.26,0,0,0,10.7,1.07,1.07,0,0,0
21Day,10.71,0,10.71,80.31,42.83,5.35,0,0,0,1.34,0,0,0,6.69,0,4.02,66.93,6.69,22.76,4.02,26.77,0,0,12.05,0,65.59,12.05,0,0,0,16.06,8.03,0,4.02,10.71,0,1.34,0,0,2.68
3Month,0.96,4.8,4.16,74.55,23.68,0,2.24,0.96,0,8,5.44,0,0,120.62,11.84,2.24,206.05,1.92,11.52,7.04,14.72,2.56,0.32,7.68,2.56,1.6,1.6,1.92,1.6,0,0,5.44,0.32,15.68,23.04,0.32,0.64,1.28,8.64,3.84
22Month,0.55,2.19,11.48,57.4,10.39,0,3.28,1.09,0.55,12.03,14.21,8.2,0,444.98,9.29,6.01,259.11,1.64,2.73,12.03,34.44,0,8.75,7.65,0,1.64,1.09,13.67,1.64,1.09,0.55,3.28,0,20.23,116.44,3.28,0.55,1.09,0,7.11
